program,filename,nfrags,fraglen_distribution,quality_shift,total_sequences,total_reads,dropped_reads,edit_distances
bbmerge,gen_n_1000000_dist_A9180_qs_-8_merged.fq,1000000,A9180,-8,999996,812983,187017,0:796502 1:16223 2:252 3:5 4:1
bbmerge,gen_n_1000000_dist_A9180_qs_-9_merged.fq,1000000,A9180,-9,999996,777740,222260,0:758522 1:18880 2:329 3:8 4:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_0_merged.fq,1000000,cfDNA,0,1000000,740633,259367,0:637183 1:95032 2:7836 3:461 4:25 21:1 41:1 50:1 63:1 69:1 70:1 72:1 74:1 75:1 76:1 77:1 84:2 85:2 88:2 96:1 97:1 98:1 103:1 105:1 106:1 108:1 109:1 114:1 118:1 119:1 122:1 127:1 128:1 131:1 132:1 134:2 136:1 137:2 142:1 148:1 157:1 158:1 179:1 192:1 197:1 201:1 210:1 268:1 304:1 308:1 336:2 340:19 341:5 342:3 378:3 380:1 454:1 470:1 512:1 675:1 680:2 681:1 849:1 850:3 851:2
bbmerge,gen_n_1000000_dist_cfDNA_qs_-10_merged.fq,1000000,cfDNA,-10,1000000,633742,366258,0:163043 1:207061 2:145830 3:73085 4:29787 5:10368 6:3270 7:900 8:254 9:70 10:14 11:6 13:2 41:1 55:1 67:1 69:1 73:1 74:1 76:1 77:1 86:1 99:1 104:1 115:1 120:1 132:1 136:3 148:1 161:1 172:1 185:1 192:1 193:1 197:1 236:1 242:1 340:8 341:6 342:3 346:1 378:1 454:1 512:1 680:1 849:1 850:1 851:2
bbmerge,gen_n_1000000_dist_cfDNA_qs_-11_merged.fq,1000000,cfDNA,-11,1000000,567923,432077,0:108722 1:164874 2:140509 3:84843 4:41779 5:17322 6:6423 7:2248 8:747 9:268 10:87 11:29 12:6 13:3 23:1 50:1 56:1 64:1 65:1 72:1 75:1 77:1 87:1 91:1 101:1 106:1 109:2 110:1 112:1 115:1 120:1 134:1 136:2 159:1 179:1 184:1 192:1 197:1 224:1 241:1 298:1 337:1 340:4 341:5 342:9 343:5 396:1 454:1 513:1 675:1 680:1 681:1 849:1 850:1 851:2
bbmerge,gen_n_1000000_dist_cfDNA_qs_-12_merged.fq,1000000,cfDNA,-12,1000000,470205,529795,0:63921 1:113960 2:115702 3:84398 4:49261 5:24598 6:11097 7:4432 8:1735 9:668 10:236 11:101 12:29 13:18 14:8 80:1 100:1 108:1 118:1 121:1 134:1 137:1 139:2 142:1 159:1 170:1 185:1 197:1 224:1 340:4 341:6 342:2 343:2 379:1 394:1 513:1 675:1 680:1 850:4 851:1 852:1 853:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-13_merged.fq,1000000,cfDNA,-13,1000000,341387,658613,0:31661 1:64357 2:76821 3:66795 4:47025 5:27723 6:14502 7:6874 8:3128 9:1426 10:605 11:252 12:109 13:52 14:20 15:6 17:1 19:1 28:1 79:1 99:1 107:1 108:1 119:1 130:1 138:1 152:1 186:1 195:1 244:1 336:1 340:2 341:5 343:3 344:1 680:1 850:2 853:2
bbmerge,gen_n_1000000_dist_cfDNA_qs_-14_merged.fq,1000000,cfDNA,-14,1000000,219936,780064,0:13120 1:29340 2:41170 3:42369 4:35156 5:24887 6:15410 7:8766 8:4780 9:2427 10:1254 11:588 12:319 13:172 14:83 15:41 16:16 17:11 18:3 19:3 20:1 45:1 54:1 106:1 110:1 117:1 127:1 139:1 185:1 194:1 197:1 338:1 340:3 342:1 343:1 850:1 851:2 852:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-15_merged.fq,1000000,cfDNA,-15,1000000,134802,865198,0:5459 1:12777 2:19580 3:23025 4:21964 5:18039 6:13133 7:8620 8:5295 9:2980 10:1718 11:965 12:548 13:333 14:161 15:108 16:53 17:14 18:7 19:4 20:7 21:2 22:1 77:1 80:1 83:1 94:1 185:1 304:1 342:1 344:1 854:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-16_merged.fq,1000000,cfDNA,-16,1000000,95058,904942,0:2443 1:6080 2:10111 3:13386 4:14158 5:13602 6:11434 7:8476 8:5745 9:3732 10:2330 11:1428 12:880 13:527 14:295 15:186 16:95 17:60 18:31 19:20 20:11 21:6 22:4 23:3 24:2 51:1 71:1 94:1 114:1 135:1 138:1 140:1 185:1 342:1 343:2 344:1 454:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-17_merged.fq,1000000,cfDNA,-17,1000000,75662,924338,0:1504 1:3813 2:6525 3:9521 4:10888 5:10924 6:9611 7:7438 8:5377 9:3700 10:2410 11:1463 12:1010 13:569 14:343 15:249 16:138 17:69 18:48 19:29 20:13 21:4 22:1 23:2 24:1 34:1 71:1 77:1 101:1 104:1 135:1 136:1 141:2 341:1 342:2
bbmerge,gen_n_1000000_dist_cfDNA_qs_-18_merged.fq,1000000,cfDNA,-18,1000000,57884,942116,0:761 1:2214 2:4040 3:6000 4:7556 5:8000 6:7679 7:6447 8:4874 9:3598 10:2381 11:1620 12:1042 13:573 14:418 15:261 16:175 17:101 18:57 19:32 20:20 21:13 22:9 23:1 24:1 25:2 26:2 94:1 111:1 116:1 137:1 196:1 303:1 614:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-19_merged.fq,1000000,cfDNA,-19,1000000,40024,959976,0:387 1:1066 2:2214 3:3310 4:4438 5:5226 6:5226 7:4764 8:3947 9:2900 10:2035 11:1471 12:1043 13:668 14:489 15:277 16:197 17:131 18:78 19:67 20:28 21:31 22:11 23:6 24:4 25:1 26:2 27:2 28:1 29:1 83:1 146:1 380:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-1_merged.fq,1000000,cfDNA,-1,1000000,742031,257969,0:613859 1:115262 2:11862 3:897 4:56 5:1 21:1 41:1 51:1 55:1 63:1 69:1 70:1 72:1 75:2 76:1 77:1 85:1 86:1 88:2 96:2 98:1 103:1 105:2 109:1 110:1 114:1 117:1 120:2 122:1 124:1 127:1 128:1 134:1 136:2 137:1 147:1 157:1 158:1 167:1 170:1 173:1 178:1 185:1 195:1 197:1 211:1 269:1 303:1 336:1 339:1 340:16 341:11 342:1 378:3 379:2 454:1 469:1 512:1 675:1 680:2 850:3 851:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-20_merged.fq,1000000,cfDNA,-20,1000000,24385,975615,0:157 1:417 2:868 3:1520 4:2244 5:2662 6:3007 7:2924 8:2625 9:2244 10:1657 11:1182 12:844 13:643 14:450 15:309 16:211 17:124 18:109 19:71 20:35 21:29 22:14 23:13 24:10 25:6 26:2 28:2 29:1 71:1 80:1 110:1 118:1 344:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-21_merged.fq,1000000,cfDNA,-21,1000000,12971,987029,0:60 1:144 2:278 3:563 4:855 5:1166 6:1346 7:1477 8:1485 9:1248 10:1106 11:847 12:627 13:493 14:350 15:280 16:193 17:139 18:93 19:81 20:49 21:34 22:20 23:11 24:7 25:7 26:2 27:1 29:1 41:1 49:1 56:1 134:1 148:1 454:1 514:1 761:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-22_merged.fq,1000000,cfDNA,-22,1000000,5834,994166,0:25 1:51 2:67 3:142 4:220 5:359 6:460 7:577 8:576 9:577 10:512 11:444 12:403 13:336 14:250 15:177 16:146 17:134 18:112 19:64 20:46 21:40 22:31 23:30 24:16 25:15 26:8 27:7 28:1 29:1 33:1 34:1 67:1 77:1 85:1 228:1 675:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-23_merged.fq,1000000,cfDNA,-23,1000000,2138,997862,0:6 1:8 2:8 3:33 4:47 5:51 6:85 7:120 8:171 9:175 10:189 11:174 12:150 13:148 14:139 15:114 16:110 17:68 18:60 19:68 20:51 21:40 22:30 23:27 24:19 25:14 26:8 27:6 28:5 29:5 30:1 31:2 32:1 44:1 66:1 81:1 99:1 214:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-24_merged.fq,1000000,cfDNA,-24,1000000,743,999257,0:6 1:3 2:3 3:3 4:7 5:5 6:8 7:20 8:21 9:39 10:58 11:49 12:43 13:58 14:42 15:40 16:36 17:31 18:38 19:31 20:19 21:23 22:33 23:17 24:22 25:19 26:18 27:17 28:7 29:8 30:4 31:7 32:3 34:3 35:1 184:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-25_merged.fq,1000000,cfDNA,-25,1000000,234,999766,0:1 2:1 4:2 5:1 7:2 8:7 9:5 10:1 11:2 12:5 13:6 14:8 15:8 16:7 17:3 18:10 19:14 20:7 21:11 22:16 23:8 24:12 25:16 26:8 27:15 28:10 29:7 30:10 31:7 32:7 33:5 34:4 35:2 36:2 38:1 71:1 73:1 98:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-26_merged.fq,1000000,cfDNA,-26,1000000,82,999918,12:1 13:1 16:2 17:1 18:1 19:1 20:4 21:3 22:2 24:6 25:5 26:3 27:1 28:6 29:7 30:7 31:3 32:4 33:2 34:1 35:5 36:3 37:5 38:1 39:3 40:1 99:1 113:1 126:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-27_merged.fq,1000000,cfDNA,-27,1000000,40,999960,0:1 1:1 17:1 21:1 23:1 24:2 29:1 30:4 31:1 32:3 33:2 34:1 35:4 36:5 37:2 38:2 39:3 42:1 43:1 44:1 47:1 49:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-28_merged.fq,1000000,cfDNA,-28,1000000,14,999986,32:1 41:2 43:1 44:3 45:1 46:1 47:1 48:2 54:1 264:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-29_merged.fq,1000000,cfDNA,-29,1000000,9,999991,3:1 45:1 46:1 54:1 56:1 58:1 87:1 93:1 130:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-2_merged.fq,1000000,cfDNA,-2,1000000,743210,256790,0:584040 1:139183 2:18069 3:1655 4:152 5:10 6:1 22:1 41:1 51:1 56:1 71:1 72:2 76:2 77:1 85:2 86:1 88:1 89:1 96:1 97:1 98:1 105:3 109:2 114:1 117:2 119:1 121:1 122:1 127:1 128:2 130:1 132:1 134:1 135:1 136:1 137:2 147:1 157:1 158:1 170:1 178:1 185:2 197:1 269:1 297:1 303:1 336:1 337:1 340:15 341:12 342:3 378:3 392:1 454:1 468:1 469:1 512:1 675:1 680:2 850:3 851:4
bbmerge,gen_n_1000000_dist_cfDNA_qs_-30_merged.fq,1000000,cfDNA,-30,1000000,2,999998,46:1 64:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-3_merged.fq,1000000,cfDNA,-3,1000000,742357,257643,0:549942 1:162563 2:26338 3:3098 4:278 5:31 6:4 21:1 41:1 50:1 55:1 69:1 70:1 72:2 75:1 76:1 77:1 78:1 82:1 84:1 85:1 87:1 88:1 96:2 98:1 105:1 108:3 115:1 117:1 119:2 121:1 122:1 128:1 129:1 132:1 134:2 135:1 136:2 137:1 147:1 148:1 157:1 158:1 167:1 170:1 173:1 178:1 184:1 194:1 195:1 197:1 201:1 268:1 297:1 303:1 306:1 335:1 337:1 340:15 341:8 342:3 343:1 378:3 380:1 393:1 454:1 468:1 469:1 512:1 675:1 680:2 850:3 851:3
bbmerge,gen_n_1000000_dist_cfDNA_qs_-4_merged.fq,1000000,cfDNA,-4,1000000,740357,259643,0:508750 1:187743 2:37543 3:5523 4:621 5:62 6:12 7:2 21:1 41:1 42:1 50:1 55:1 64:1 71:2 72:2 75:1 76:1 84:1 86:2 88:1 96:1 97:1 99:1 103:1 105:1 109:1 114:1 117:1 118:1 119:2 120:1 122:1 128:2 130:1 132:1 135:2 136:1 137:1 147:1 149:1 150:1 157:1 168:1 172:2 173:1 178:1 183:1 185:1 192:1 194:1 197:1 211:1 234:1 269:1 297:1 303:1 306:1 336:1 340:16 341:8 342:4 343:1 378:1 379:1 380:1 392:1 454:1 470:1 680:2 849:1 850:2 851:3
bbmerge,gen_n_1000000_dist_cfDNA_qs_-5_merged.fq,1000000,cfDNA,-5,1000000,736132,263868,0:461194 1:210956 2:52765 3:9479 4:1443 5:184 6:15 7:3 23:1 50:1 63:1 70:1 71:1 74:1 75:1 76:1 84:1 85:1 86:1 90:1 96:2 98:2 105:3 108:2 109:1 114:1 117:1 119:2 121:1 127:1 132:1 133:1 134:1 135:1 136:2 149:1 166:1 178:1 184:1 191:1 197:1 215:1 233:1 269:1 298:1 303:1 336:1 337:1 340:17 341:12 342:2 378:3 393:1 454:1 469:1 512:1 675:1 680:2 850:3 851:2
bbmerge,gen_n_1000000_dist_cfDNA_qs_-6_merged.fq,1000000,cfDNA,-6,1000000,729745,270255,0:408881 1:230138 2:71416 3:15806 4:2868 5:455 6:67 7:15 8:3 22:1 43:1 51:1 55:1 69:1 71:3 76:2 84:1 86:2 89:1 100:1 104:1 106:1 108:1 114:1 118:1 119:1 127:1 128:1 133:1 134:1 136:1 137:2 148:1 157:1 161:1 162:1 167:1 172:1 178:1 185:2 192:1 194:1 197:1 203:1 235:1 269:1 297:1 303:1 335:1 340:15 341:10 342:6 343:1 344:1 365:1 378:1 379:1 454:1 468:1 512:1 675:1 680:2 681:1 850:2 851:4 852:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-7_merged.fq,1000000,cfDNA,-7,1000000,719092,280908,0:348456 1:244202 2:93494 3:25700 4:5776 5:1149 6:193 7:30 8:7 9:1 22:1 43:1 54:1 65:1 72:1 73:2 84:1 86:1 98:2 103:1 105:1 108:1 109:2 111:1 114:1 119:1 120:1 121:1 127:1 128:1 129:1 132:1 136:1 137:2 142:1 147:1 158:1 164:1 171:1 172:1 179:1 185:2 196:1 197:1 234:1 268:1 297:1 303:1 306:1 336:2 340:9 341:9 342:6 343:1 378:1 379:1 393:1 454:1 469:1 675:1 680:1 849:1 851:3 852:1 853:1
bbmerge,gen_n_1000000_dist_cfDNA_qs_-8_merged.fq,1000000,cfDNA,-8,1000000,702241,297759,0:286100 1:246897 2:115897 3:39241 4:10736 5:2579 6:583 7:102 8:22 9:3 11:1 43:1 50:1 66:1 67:1 71:2 76:1 77:3 80:1 85:1 88:2 96:1 105:1 106:1 110:1 115:1 118:1 119:1 121:1 128:1 134:4 136:1 137:1 142:1 149:1 158:1 159:1 162:1 171:1 180:1 184:1 185:1 192:1 194:1 199:1 268:1 297:1 303:1 309:1 335:1 336:1 339:1 340:5 341:5 342:7 343:1 344:1 379:1 392:1 454:1 469:1 512:1 680:1 850:2 851:5
bbmerge,gen_n_1000000_dist_cfDNA_qs_-9_merged.fq,1000000,cfDNA,-9,1000000,675709,324291,0:223754 1:235304 2:135048 3:55581 4:18751 5:5324 6:1415 7:348 8:88 9:16 10:5 23:1 43:1 50:1 67:1 71:1 72:1 79:1 87:1 88:1 98:1 105:1 108:1 115:1 119:2 121:1 132:1 135:2 136:1 138:1 140:1 150:1 158:1 164:1 170:2 180:1 185:1 194:1 197:1 211:1 222:1 241:1 269:1 296:1 301:1 304:1 337:1 340:7 341:10 342:5 343:2 345:1 364:1 454:1 512:1 680:2 681:1 850:3 851:2
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_0_merged.fq,1000000,chagyrskaya8,0,999998,959313,40687,0:940273 1:18605 2:419 3:15 77:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-10_merged.fq,1000000,chagyrskaya8,-10,999998,897927,102073,0:731694 1:141309 2:19422 3:3750 4:1135 5:400 6:144 7:50 8:13 9:8 10:1 12:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-11_merged.fq,1000000,chagyrskaya8,-11,999998,849983,150017,0:664666 1:153873 2:23780 3:4902 4:1621 5:669 6:295 7:109 8:47 9:14 10:5 11:2
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-12_merged.fq,1000000,chagyrskaya8,-12,999998,774908,225092,0:580096 1:157988 2:27321 3:5809 4:2067 5:861 6:415 7:203 8:95 9:31 10:14 11:3 12:4 13:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-13_merged.fq,1000000,chagyrskaya8,-13,999998,663755,336245,0:475252 1:149726 2:28761 3:5857 4:2078 5:1002 6:521 7:290 8:139 9:72 10:35 11:14 12:4 13:4
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-14_merged.fq,1000000,chagyrskaya8,-14,999998,517117,482883,0:352585 1:128065 2:26777 3:5633 4:1776 5:968 6:541 7:320 8:196 9:113 10:65 11:31 12:24 13:12 14:6 15:3 16:1 17:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-15_merged.fq,1000000,chagyrskaya8,-15,999998,382090,617910,0:251821 1:100114 2:22166 3:4520 4:1469 5:736 6:427 7:270 8:197 9:139 10:96 11:47 12:37 13:25 14:10 15:7 16:2 17:2 19:2 20:1 21:1 23:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-16_merged.fq,1000000,chagyrskaya8,-16,999998,268914,731086,0:168682 1:75227 2:18073 3:3808 4:1192 5:609 6:394 7:259 8:182 9:142 10:103 11:87 12:57 13:39 14:21 15:12 16:14 17:6 18:2 19:1 20:2 22:2
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-17_merged.fq,1000000,chagyrskaya8,-17,999998,229312,770688,0:133170 1:69954 2:18907 3:4219 4:1211 5:586 6:395 7:257 8:173 9:143 10:102 11:56 12:42 13:35 14:15 15:9 16:17 17:6 18:6 19:4 20:2 21:1 23:1 87:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-18_merged.fq,1000000,chagyrskaya8,-18,999998,186908,813092,0:100167 1:60415 2:18928 3:4516 4:1234 5:490 6:333 7:200 8:177 9:118 10:95 11:73 12:41 13:40 14:23 15:26 16:11 17:6 18:6 19:4 20:3 21:1 24:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-19_merged.fq,1000000,chagyrskaya8,-19,999998,145247,854753,0:70541 1:49919 2:17649 3:4649 4:1161 5:407 6:216 7:187 8:126 9:96 10:69 11:65 12:41 13:33 14:26 15:15 16:19 17:13 18:2 19:5 20:5 21:2 23:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-1_merged.fq,1000000,chagyrskaya8,-1,999998,963893,36107,0:938650 1:24495 2:705 3:37 4:5 5:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-20_merged.fq,1000000,chagyrskaya8,-20,999998,105049,894951,0:46331 1:37637 2:14786 3:4174 4:1091 5:346 6:174 7:115 8:82 9:62 10:48 11:45 12:37 13:31 14:20 15:19 16:16 17:13 18:8 19:8 20:5 29:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-21_merged.fq,1000000,chagyrskaya8,-21,999998,68392,931608,0:26945 1:25328 2:11175 3:3339 4:889 5:262 6:89 7:67 8:45 9:48 10:39 11:22 12:25 13:21 14:26 15:23 16:7 17:12 18:10 19:8 20:5 21:2 22:2 23:2 26:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-22_merged.fq,1000000,chagyrskaya8,-22,999998,39170,960830,0:13791 1:14652 2:7342 3:2357 4:622 5:156 6:59 7:30 8:22 9:19 10:22 11:14 12:15 13:10 14:9 15:13 16:11 17:9 18:4 19:5 20:1 21:1 22:1 23:1 24:1 26:1 27:1 28:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-23_merged.fq,1000000,chagyrskaya8,-23,999998,18824,981176,0:5857 1:7220 2:3897 3:1295 4:341 5:98 6:22 7:16 8:7 9:3 10:5 11:3 12:4 13:6 14:7 15:6 16:4 17:8 18:5 19:3 20:4 21:3 22:3 23:1 24:1 25:1 27:2 29:1 39:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-24_merged.fq,1000000,chagyrskaya8,-24,999998,7423,992577,0:2045 1:2864 2:1642 3:609 4:168 5:39 6:13 7:4 9:1 10:1 12:2 13:2 14:2 15:4 16:2 17:3 18:1 19:1 20:2 21:2 22:1 23:6 24:1 25:3 26:1 28:2 30:2
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-25_merged.fq,1000000,chagyrskaya8,-25,999998,2304,997696,0:550 1:853 2:601 3:214 4:55 5:12 6:2 12:1 13:1 16:2 20:2 21:1 22:2 24:1 26:1 27:1 29:2 32:2 38:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-26_merged.fq,1000000,chagyrskaya8,-26,999998,528,999472,0:102 1:183 2:149 3:61 4:23 5:5 23:2 28:1 34:1 129:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-27_merged.fq,1000000,chagyrskaya8,-27,999998,98,999902,0:18 1:28 2:25 3:19 4:4 6:1 26:1 31:1 38:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-28_merged.fq,1000000,chagyrskaya8,-28,999998,13,999987,1:4 2:1 3:3 37:1 44:1 49:1 52:1 166:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-29_merged.fq,1000000,chagyrskaya8,-29,999998,4,999996,88:1 96:1 194:1 205:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-2_merged.fq,1000000,chagyrskaya8,-2,999998,969811,30189,0:936637 1:31989 2:1095 3:80 4:9 5:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-30_merged.fq,1000000,chagyrskaya8,-30,999998,1,999999,119:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-3_merged.fq,1000000,chagyrskaya8,-3,999998,971271,28729,0:928720 1:40696 2:1702 3:136 4:14 5:2 77:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-4_merged.fq,1000000,chagyrskaya8,-4,999998,972810,27190,0:918808 1:51044 2:2653 3:262 4:39 5:4
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-5_merged.fq,1000000,chagyrskaya8,-5,999998,971914,28086,0:904295 1:63135 2:3955 3:445 4:72 5:11 6:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-6_merged.fq,1000000,chagyrskaya8,-6,999998,967599,32401,0:883351 1:77654 2:5706 3:727 4:121 5:28 6:10 7:1 77:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-7_merged.fq,1000000,chagyrskaya8,-7,999998,960092,39908,0:858126 1:92385 2:8088 3:1159 4:252 5:66 6:13 7:1 8:1 76:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-8_merged.fq,1000000,chagyrskaya8,-8,999998,948287,51713,0:825448 1:109428 2:11024 3:1776 4:442 5:126 6:33 7:5 8:2 9:1 10:1 78:1
bbmerge,gen_n_1000000_dist_chagyrskaya8_qs_-9_merged.fq,1000000,chagyrskaya8,-9,999998,928886,71114,0:783896 1:126222 2:15068 3:2577 4:773 5:240 6:82 7:18 8:7 9:1 10:2
bbmerge,gen_n_1000000_dist_Vi33.19_qs_0_merged.fq,1000000,Vi33.19,0,999996,951439,48561,0:941698 1:9719 2:21 3:1
bbmerge,gen_n_1000000_dist_Vi33.19_qs_-10_merged.fq,1000000,Vi33.19,-10,999996,889912,110088,0:773934 1:107954 2:7580 3:407 4:31 5:6
bbmerge,gen_n_1000000_dist_Vi33.19_qs_-11_merged.fq,1000000,Vi33.19,-11,999996,841048,158952,0:710526 1:119648 2:10124 3:674 4:53 5:15 6:5 7:3
